time,data,quality,obs_index,use
2004-02-15,6.036662068965525,210,,
2004-02-22,1.7863591269841248,210,,
2004-02-29,0.2823038728897714,210,,
2004-03-07,2.6304265873015877,210,,
2004-03-14,2.858003972194637,210,,
2004-03-21,9.633525179856111,210,,
2004-03-28,7.6317775571002935,210,,
2004-04-04,10.388015873015872,210,,
2004-04-11,7.692929493545178,210,,
2004-04-18,8.591775793650797,210,,
2004-04-25,8.943347107438022,210,,
2004-05-02,10.257987804878043,210,,
2004-05-09,8.719682539682552,210,,
2004-05-16,14.20119165839125,210,,
2004-05-23,15.803263888888885,210,,
2004-05-30,14.867616683217479,210,,
2004-06-06,17.054061569016866,210,,
2004-06-13,20.762810327706045,210,,
2004-06-20,19.203244047619048,210,,
2004-06-27,18.15885799404169,210,,
2004-07-04,21.53606150793653,210,,
2004-07-11,18.569879999999998,210,,
2004-07-18,19.60150423728814,210,,
2004-07-25,20.975024826216476,210,,
2004-08-01,21.30172619047619,210,,
2004-08-08,20.55234359483615,210,,
2004-08-15,18.35700396825397,210,,
2004-08-22,17.711101190476217,210,,
2004-08-29,17.200218470705053,210,,
2004-09-05,18.3259623015873,210,,
2004-09-12,18.623584905660355,210,,
2004-09-19,15.1456746031746,210,,
2004-09-26,16.010427010923532,210,,
2004-10-03,13.559990079365091,210,,
2004-10-10,14.774141012909627,210,,
2004-10-17,8.444851190476204,210,,
2004-10-24,8.88382231404959,210,,
2004-10-31,10.41776470588236,210,,
2004-11-07,11.594637537239322,210,,
2004-11-14,4.933343253968259,210,,
2004-11-21,3.3784409136047615,210,,
2004-11-28,2.823333333333331,210,,
2004-12-05,2.438630952380952,210,,
2004-12-12,4.379652432969225,210,,
2004-12-19,1.8638492063492083,210,,
2004-12-26,-1.0769910625620656,210,,
2005-01-02,1.151418650793652,210,,
2005-01-09,2.7738430983118203,210,,
2005-01-16,0.12467261904761882,210,,
2005-01-23,2.4028103277060557,210,,
2005-01-30,-1.2721031746031737,210,,
2005-02-06,2.6728500496524297,210,,
2005-02-13,1.4978373015873025,210,,
2005-02-20,1.6554617676266181,210,,
2005-02-27,-0.008799603174603246,210,,
